Index,Date,Open,High,Low,Close,Adj Close,Volume,CloseUSD
000001.SS,1998-03-12,1187.537964,1188.281982,1175.553955,1178.969971,1178.969971,0.0,188.63519536
000001.SS,1998-03-13,1177.817017,1184.96106,1176.005005,1184.96106,1184.96106,0.0,189.59376960000000
000001.SS,1998-03-16,1186.186035,1188.616943,1179.439941,1188.482056,1188.482056,0.0,190.15712896000000
000001.SS,1998-03-17,1193.667969,1202.838989,1193.239014,1202.834961,1202.834961,0.0,192.45359376000000
000001.SS,1998-03-18,1204.103027,1204.740967,1191.906006,1193.909058,1193.909058,0.0,191.02544928
000001.SS,1998-03-19,1192.396973,1195.828979,1184.870972,1188.714966,1188.714966,0.0,190.19439456
000001.SS,1998-03-20,1188.594971,1192.322998,1183.246948,1187.500977,1187.500977,0.0,190.00015632
000001.SS,1998-03-23,1186.561035,1186.860962,1178.043945,1179.869019,1179.869019,0.0,188.77904304
000001.SS,1998-03-24,1180.093018,1194.05603,1179.973022,1194.016968,1194.016968,0.0,191.04271488000000
000001.SS,1998-03-25,1207.615967,1209.765991,1188.853027,1191.552979,1191.552979,0.0,190.64847664
000001.SS,1998-03-26,1191.000977,1193.81604,1186.223022,1188.86499,1188.86499,0.0,190.2183984
000001.SS,1998-03-27,1189.409058,1223.927979,1188.85498,1223.564941,1223.564941,0.0,195.77039056
000001.SS,1998-03-30,1230.94397,1249.442993,1228.29895,1249.435059,1249.435059,0.0,199.90960944
000001.SS,1998-03-31,1251.343018,1252.241943,1238.644043,1243.015991,1243.015991,0.0,198.88255856
000001.SS,1998-04-01,1243.373047,1255.01001,1240.057983,1254.964966,1254.964966,0.0,200.79439456
000001.SS,1998-04-02,1259.593018,1285.031982,1259.583008,1269.015015,1269.015015,0.0,203.0424024
000001.SS,1998-04-03,1268.56897,1286.107056,1266.031982,1286.083984,1286.083984,0.0,205.77343744
000001.SS,1998-04-06,1291.614014,1306.383057,1286.430054,1306.378052,1306.378052,0.0,209.02048832
000001.SS,1998-04-07,1308.55603,1310.287964,1296.541992,1303.140015,1303.140015,0.0,208.5024024
000001.SS,1998-04-08,1303.407959,1322.828003,1302.412964,1322.792969,1322.792969,0.0,211.64687504000000
000001.SS,1998-04-09,1326.44397,1328.78894,1288.887939,1297.224976,1297.224976,0.0,207.55599616
000001.SS,1998-04-10,1294.616943,1311.527954,1293.588013,1311.514038,1311.514038,0.0,209.84224608
000001.SS,1998-04-13,1319.944946,1326.295044,1311.832031,1318.748047,1318.748047,0.0,210.99968752
000001.SS,1998-04-14,1318.274048,1320.909058,1304.375,1313.720947,1313.720947,0.0,210.19535152
000001.SS,1998-04-15,1314.165039,1324.707031,1314.008057,1324.707031,1324.707031,0.0,211.95312496
000001.SS,1998-04-16,1324.036987,1326.42395,1312.564941,1316.245972,1316.245972,0.0,210.59935552
000001.SS,1998-04-17,1311.543945,1311.72998,1291.081055,1298.107056,1298.107056,0.0,207.69712896000000
000001.SS,1998-04-20,1292.161987,1302.982056,1286.584961,1296.005005,1296.005005,0.0,207.3608008
000001.SS,1998-04-21,1296.771973,1307.855957,1295.088013,1305.223022,1305.223022,0.0,208.83568352000000
000001.SS,1998-04-22,1307.832031,1333.06604,1307.832031,1322.182007,1322.182007,0.0,211.54912112000000
000001.SS,1998-04-23,1337.489014,1340.251953,1321.040039,1324.55896,1324.55896,0.0,211.9294336
000001.SS,1998-04-24,1324.454956,1331.85498,1313.609009,1315.166992,1315.166992,0.0,210.42671872
000001.SS,1998-04-27,1314.349976,1318.796997,1303.482056,1310.378052,1310.378052,0.0,209.66048832
000001.SS,1998-04-28,1315.345947,1333.089966,1315.328003,1332.98999,1332.98999,0.0,213.27839840000000
000001.SS,1998-04-29,1337.894043,1341.581055,1328.562988,1332.499023,1332.499023,0.0,213.19984368000000
000001.SS,1998-04-30,1336.01001,1343.459961,1335.54895,1343.447998,1343.447998,0.0,214.95167968
000001.SS,1998-05-04,1353.05603,1355.515991,1345.359009,1352.926025,1352.926025,0.0,216.468164
000001.SS,1998-05-05,1355.045044,1356.05603,1346.592041,1352.52002,1352.52002,0.0,216.4032032
000001.SS,1998-05-06,1352.723022,1355.656982,1341.80603,1348.411987,1348.411987,0.0,215.74591792
000001.SS,1998-05-07,1348.887939,1352.552002,1326.650024,1327.873047,1327.873047,0.0,212.45968752000000
000001.SS,1998-05-08,1324.741943,1357.604004,1324.723999,1357.594971,1357.594971,0.0,217.21519536
000001.SS,1998-05-11,1367.241943,1368.026001,1351.593018,1354.605957,1354.605957,0.0,216.73695312
000001.SS,1998-05-12,1358.958008,1360.063965,1342.733032,1349.649048,1349.649048,0.0,215.94384768
000001.SS,1998-05-13,1351.180054,1369.303955,1351.003052,1369.261963,1369.261963,0.0,219.08191408
000001.SS,1998-05-14,1373.171021,1376.297974,1360.890991,1367.126953,1367.126953,0.0,218.74031248
000001.SS,1998-05-15,1373.427002,1379.126953,1361.843018,1368.087036,1368.087036,0.0,218.89392576
000001.SS,1998-05-18,1373.670044,1376.384033,1360.468994,1368.182983,1368.182983,0.0,218.90927728
000001.SS,1998-05-19,1370.675049,1372.870972,1355.53894,1362.291992,1362.291992,0.0,217.96671872
000001.SS,1998-05-20,1362.69397,1365.102051,1352.166016,1357.43103,1357.43103,0.0,217.1889648
000001.SS,1998-05-21,1356.958984,1367.715942,1350.26001,1366.656006,1366.656006,0.0,218.66496096
000001.SS,1998-05-22,1371.36499,1379.890991,1370.719971,1375.817017,1375.817017,0.0,220.13072272000000
000001.SS,1998-05-25,1380.125977,1389.656006,1376.20105,1389.365967,1389.365967,0.0,222.29855472
000001.SS,1998-05-26,1392.75,1394.438965,1383.759033,1390.416016,1390.416016,0.0,222.46656256
000001.SS,1998-05-27,1393.738037,1399.541992,1390.550049,1399.541992,1399.541992,0.0,223.92671872
000001.SS,1998-05-28,1402.853027,1405.582031,1392.900024,1397.89502,1397.89502,0.0,223.6632032
000001.SS,1998-05-29,1402.675049,1411.347046,1402.017944,1411.208984,1411.208984,0.0,225.79343744000000
000001.SS,1998-06-01,1418.354004,1420.552979,1411.061035,1415.574951,1415.574951,0.0,226.49199216000000
000001.SS,1998-06-02,1419.220947,1419.577026,1402.625,1413.079956,1413.079956,0.0,226.09279296
000001.SS,1998-06-03,1415.019043,1421.120972,1413.112061,1420.0,1420.0,0.0,227.20000000000000
000001.SS,1998-06-04,1420.985962,1422.979004,1402.745972,1406.302979,1406.302979,0.0,225.00847664000000
000001.SS,1998-06-05,1404.074951,1414.362061,1390.631958,1408.614014,1408.614014,0.0,225.37824224
000001.SS,1998-06-08,1411.956055,1415.180054,1401.055054,1403.72998,1403.72998,0.0,224.59679680000000
000001.SS,1998-06-09,1400.347046,1400.347046,1357.464966,1369.650024,1369.650024,0.0,219.14400384
000001.SS,1998-06-10,1367.740967,1377.833984,1359.391968,1368.296997,1368.296997,0.0,218.92751952
000001.SS,1998-06-11,1367.555054,1371.151978,1346.06897,1347.677002,1347.677002,0.0,215.62832032
000001.SS,1998-06-12,1373.109985,1383.465942,1365.083008,1383.387939,1383.387939,0.0,221.34207024
000001.SS,1998-06-15,1385.327026,1386.984985,1359.875977,1365.340942,1365.340942,0.0,218.45455072000000
000001.SS,1998-06-16,1362.590942,1362.593018,1323.527954,1348.588013,1348.588013,0.0,215.77408208
000001.SS,1998-06-17,1349.003052,1356.661987,1344.44397,1348.942017,1348.942017,0.0,215.83072272
000001.SS,1998-06-18,1352.234985,1372.119995,1352.234985,1370.685059,1370.685059,0.0,219.30960944
000001.SS,1998-06-19,1376.19397,1392.878052,1376.19397,1392.878052,1392.878052,0.0,222.86048832
000001.SS,1998-06-22,1400.468018,1401.510986,1392.05603,1399.355957,1399.355957,0.0,223.89695312
000001.SS,1998-06-23,1398.238037,1398.706055,1385.452026,1397.956055,1397.956055,0.0,223.67296880000000
000001.SS,1998-06-24,1399.708008,1402.137939,1390.85498,1401.741943,1401.741943,0.0,224.27871088
000001.SS,1998-06-25,1402.952026,1404.04895,1377.177002,1382.036011,1382.036011,0.0,221.12576176
000001.SS,1998-06-26,1383.290039,1388.553955,1376.406006,1385.618042,1385.618042,0.0,221.69888672000000
000001.SS,1998-06-29,1387.024048,1387.192017,1356.215942,1361.432007,1361.432007,0.0,217.82912112000000
000001.SS,1998-06-30,1360.61499,1363.589966,1335.212036,1339.202026,1339.202026,0.0,214.27232416000000
000001.SS,1998-07-01,1363.265015,1367.146973,1315.18396,1316.44104,1316.44104,0.0,210.6305664
000001.SS,1998-07-02,1314.099976,1331.651978,1296.996948,1331.650024,1331.650024,0.0,213.06400384
000001.SS,1998-07-03,1335.83606,1341.72998,1327.796997,1335.125,1335.125,0.0,213.62
000001.SS,1998-07-06,1339.260986,1339.677979,1313.276001,1315.282959,1315.282959,0.0,210.44527344
000001.SS,1998-07-07,1313.649048,1324.405029,1307.906982,1324.400024,1324.400024,0.0,211.90400384
000001.SS,1998-07-08,1326.817017,1339.160034,1326.625,1338.984009,1338.984009,0.0,214.23744144
000001.SS,1998-07-09,1341.354004,1344.43103,1336.660034,1343.232056,1343.232056,0.0,214.91712896
000001.SS,1998-07-10,1344.749023,1360.641968,1344.634033,1360.619019,1360.619019,0.0,217.69904304
000001.SS,1998-07-13,1362.687988,1362.996948,1352.457031,1358.812988,1358.812988,0.0,217.41007808000000
000001.SS,1998-07-14,1360.614014,1361.186035,1334.707031,1336.557983,1336.557983,0.0,213.84927728
000001.SS,1998-07-15,1332.411987,1341.641968,1326.323975,1335.465942,1335.465942,0.0,213.67455072
000001.SS,1998-07-16,1335.29895,1337.640991,1317.885986,1325.633057,1325.633057,0.0,212.10128912000000
000001.SS,1998-07-17,1325.880005,1330.81604,1311.754028,1314.714966,1314.714966,0.0,210.35439456
000001.SS,1998-07-20,1311.05896,1311.152954,1278.301025,1287.072998,1287.072998,0.0,205.93167968000000
000001.SS,1998-07-21,1285.785034,1318.93396,1284.797974,1313.01001,1313.01001,0.0,210.0816016
000001.SS,1998-07-22,1312.225952,1312.36499,1295.614014,1299.147949,1299.147949,0.0,207.86367184
